"price","rating_count_tot","user_rating","cont_rating","prime_genre"
2.99,148,4,"4+","Social Networking"
3.99,28,3.5,"4+","Education"
0,3213,4,"4+","Utilities"
0,5004,4.5,"4+","Music"
2.99,69,4,"12+","Games"
1.99,26,4.5,"4+","Games"
1.99,233,1.5,"4+","Entertainment"
0,0,0,"4+","Games"
0,0,0,"17+","Games"
0,44237,4.5,"4+","Games"
0,0,0,"17+","Entertainment"
0,228,4.5,"4+","Games"
0,304,4,"4+","Games"
0,85,4,"12+","Games"
0,702,4.5,"4+","Games"
0,0,0,"4+","Finance"
0,3687,5,"4+","Games"
7.99,17,2.5,"4+","Photo & Video"
0,0,0,"17+","Social Networking"
0,28187,4.5,"12+","Games"
0,18,3.5,"4+","Games"
0,40,3.5,"4+","Games"
0,432,4.5,"12+","Games"
1.99,11,4,"4+","Games"
0,2198,2,"4+","Games"
0,56054,4.5,"4+","Games"
0,154,2.5,"4+","Food & Drink"
2.99,37,4,"4+","Games"
0,0,0,"12+","Games"
0,7868,3.5,"4+","Games"
3.99,0,0,"4+","Education"
0,144,4,"4+","Games"
1.99,5,1.5,"4+","Photo & Video"
0,1872,4,"9+","Games"
4.99,303,3,"17+","Games"
0,47,2.5,"9+","Games"
0,0,0,"4+","Entertainment"
0,447,4.5,"12+","Games"
0,8157,4.5,"4+","Games"
0,571,4,"12+","Games"
0,219,4.5,"9+","Games"
1.99,764,5,"4+","Food & Drink"
6.99,134,4.5,"9+","Games"
0,791,4.5,"4+","Games"
6.99,53,4,"9+","Games"
6.99,57,4,"9+","Games"
0,0,0,"4+","Book"
0,13,5,"12+","Games"
0,226,4.5,"4+","Games"
0,3065,4.5,"4+","Games"
6.99,115,4.5,"9+","Games"
3.99,13,3.5,"4+","Education"
6.99,57,3.5,"9+","Games"
4.99,1396,4.5,"12+","Photo & Video"
0,140,4.5,"9+","Games"
2.99,23,3,"12+","Games"
0,0,0,"4+","Finance"
2.99,38,4,"12+","Games"
0.99,21,3.5,"9+","Games"
0,8558,5,"4+","Shopping"
0,108,4,"4+","Games"
0,0,0,"9+","Games"
0,236,4,"4+","Games"
0,225,4,"4+","Games"
49.99,207,4.5,"4+","Business"
0,0,0,"4+","Entertainment"
0,107,3,"9+","Games"
1.99,5,4,"12+","Games"
3.99,244,4,"4+","Photo & Video"
6.99,71,4,"9+","Games"
0,69368,4.5,"4+","Games"
0,30,2.5,"17+","Sports"
0,14,3,"9+","Games"
0,1,5,"17+","Social Networking"
0,0,0,"9+","Games"
0,1,4,"17+","Book"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,59,4,"4+","Games"
0,2778,4.5,"4+","Games"
0,1079,4.5,"4+","Entertainment"
1.99,63,1.5,"4+","Games"
0,779,4,"4+","Games"
2.99,158,4.5,"4+","Education"
0,151,3.5,"4+","Games"
0,18141,4.5,"17+","Games"
0,0,0,"9+","Book"
0,708,4.5,"4+","Lifestyle"
0,0,0,"17+","Games"
4.99,22,4.5,"4+","Games"
0,1087,4,"9+","Games"
4.99,59,3,"4+","Education"
2.99,15,1.5,"4+","Education"
1.99,19,4.5,"4+","Games"
0,128,4,"4+","Games"
0,4226,4.5,"4+","Games"
0,15290,4.5,"9+","Games"
0,0,0,"4+","Games"
0,0,0,"12+","Entertainment"
0,253,4,"4+","Games"
0,4222,4.5,"12+","Games"
0,329,3,"4+","Travel"
6.99,82,4,"9+","Games"
0,228,4.5,"4+","Games"
6.99,83,3,"9+","Games"
0.99,17,3,"4+","Entertainment"
1.99,452,3.5,"4+","Utilities"
0,0,0,"12+","Games"
4.99,0,0,"9+","Health & Fitness"
0,0,0,"4+","Games"
0,1187,4,"4+","Games"
0,0,0,"12+","Games"
1.99,2869,4.5,"4+","Games"
6.99,34,3.5,"9+","Games"
6.99,86,3,"9+","Games"
0.99,18,3.5,"17+","Entertainment"
2.99,70,4,"4+","Health & Fitness"
0,2,5,"4+","Games"
0,0,0,"12+","Games"
0,0,0,"17+","Games"
1.99,917,4.5,"4+","Entertainment"
2.99,119,4.5,"4+","Games"
5.99,0,0,"12+","Education"
5.99,0,0,"12+","Education"
2.99,96,4.5,"4+","Games"
1.99,76,3.5,"4+","Utilities"
0,332,4.5,"4+","Games"
6.99,69,4.5,"9+","Games"
0,87,3.5,"4+","Games"
0,166,4.5,"4+","Games"
0,123,3.5,"4+","Education"
0,36,4,"4+","Health & Fitness"
0.99,22,5,"12+","Entertainment"
1.99,40,3,"4+","Entertainment"
1.99,914,5,"9+","Entertainment"
0,554,4.5,"9+","Games"
1.99,2419,4.5,"4+","Entertainment"
0,1313,4.5,"12+","Social Networking"
0,171,4.5,"17+","Games"
0,34,4.5,"4+","Education"
0,13300,4.5,"4+","Games"
0,0,0,"9+","Games"
0,42,4.5,"4+","Games"
4.99,24,3.5,"12+","Games"
0,0,0,"17+","Entertainment"
2.99,56,3.5,"4+","Games"
0,3763,4.5,"4+","Games"
0,110,4,"4+","Games"
3.99,45,4.5,"4+","Games"
17.99,58,4,"12+","Games"
0,50,4,"4+","Games"
0.99,0,0,"4+","Games"
0.99,6,3,"4+","Entertainment"
0,58,2.5,"4+","Games"
2.99,138,4,"4+","Entertainment"
0.99,8,2.5,"4+","Games"
5.99,17,4.5,"4+","Music"
0,18358,4.5,"4+","Games"
4.99,0,0,"4+","Education"
1.99,6,5,"4+","Games"
0,0,0,"4+","Games"
0,339,4.5,"12+","Entertainment"
0,2533,4.5,"17+","Games"
1.99,22,4.5,"4+","Games"
0,766,4.5,"4+","Games"
1.99,19,5,"4+","Games"
0,205,4,"4+","Games"
2.99,17,5,"4+","Games"
0,4283,3.5,"12+","Games"
1.99,17,5,"4+","Education"
1.99,4580,4.5,"4+","Games"
0,84,3.5,"4+","Games"
0,3326,4,"9+","Games"
0,0,0,"12+","Games"
0,0,0,"12+","Games"
0,14,4,"4+","Games"
0,4145,3.5,"12+","Social Networking"
0,18,4,"4+","Games"
2.99,66,4,"4+","Games"
4.99,247,4.5,"12+","Games"
0,1759,4.5,"9+","Games"
0,164,3.5,"4+","Entertainment"
5.99,1232,4.5,"12+","Games"
0,4074,4.5,"12+","Games"
0,1,5,"4+","Games"
0,1202,4.5,"4+","Games"
0,472,4.5,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,4275,4.5,"4+","Games"
0,20,5,"4+","Games"
0.99,0,0,"17+","Food & Drink"
0,0,0,"4+","Book"
0,663,4.5,"12+","Games"
0,5,4,"12+","Games"
2.99,33,4,"12+","Games"
0,5112,4.5,"4+","Photo & Video"
2.99,25,3.5,"4+","Education"
0,158,4,"4+","Music"
0,276,4.5,"4+","Games"
0,43,4,"4+","Games"
1.99,57,3.5,"12+","Games"
0,14,2,"4+","Productivity"
6.99,61,3,"9+","Games"
0,16457,4.5,"4+","Games"
1.99,876,5,"12+","Games"
1.99,14,3.5,"17+","Utilities"
0,0,0,"9+","Games"
0,0,0,"12+","Games"
9.99,180,5,"4+","Productivity"
0,0,0,"17+","Games"
0,0,0,"4+","Games"
0,1,1,"4+","Book"
0,2215,3.5,"12+","Entertainment"
0,63,4,"4+","Games"
0,1405,4.5,"4+","Games"
0,1259,4,"4+","Entertainment"
0,516,4.5,"4+","Games"
0,3965,3.5,"4+","Games"
0,4440,4.5,"4+","Games"
0,375,4.5,"9+","Utilities"
0.99,58,3,"4+","Entertainment"
0.99,9,3,"12+","Games"
2.99,20,4.5,"12+","Games"
0,0,0,"4+","News"
2.99,154,4,"4+","Entertainment"
0,0,0,"17+","Finance"
0,894,4.5,"9+","Games"
1.99,9,5,"4+","Productivity"
0,48,3,"4+","Games"
0,534,4.5,"4+","Games"
0,523,4,"9+","Games"
0,0,0,"12+","Games"
0,241,3.5,"12+","Games"
1.99,134,3,"9+","Entertainment"
0,194,4,"4+","Games"
2.99,13,3.5,"12+","Games"
6.99,82,4.5,"9+","Games"
0,2984,4,"4+","Games"
0,0,0,"4+","Games"
0,1098,4,"4+","Games"
0,2003,4.5,"9+","Games"
0,10,5,"9+","Games"
0,172,4,"4+","Games"
0,0,0,"4+","Games"
0.99,53,2,"12+","Utilities"
0,401,3.5,"4+","Games"
0.99,1,3,"12+","Utilities"
0.99,0,0,"12+","Utilities"
0.99,0,0,"12+","Utilities"
6.99,76,4.5,"9+","Games"
0,0,0,"4+","Games"
0,441,4,"4+","Games"
0,0,0,"17+","Lifestyle"
0,0,0,"12+","Games"
0,0,0,"12+","Games"
0,241,4.5,"4+","Games"
0,1178,4.5,"4+","Games"
0,90,4.5,"9+","Games"
0,56,3.5,"4+","Games"
0,43,4,"4+","Games"
0,0,0,"4+","Games"
1.99,7,5,"17+","Photo & Video"
0,1444,4.5,"12+","Games"
0,10555,5,"12+","Games"
0,999,4,"4+","Games"
0,2,4.5,"4+","Games"
0,314,3,"9+","Games"
0,4891,4.5,"4+","Entertainment"
1.99,31,3.5,"4+","Education"
0,0,0,"4+","Book"
0,0,0,"4+","Games"
0,0,0,"9+","Games"
0,0,0,"17+","Games"
2.99,5,4.5,"4+","Games"
0,444,4.5,"4+","Games"
0,299,4.5,"4+","Games"
0,343,4,"4+","Games"
1.99,2061,4.5,"17+","Entertainment"
0,0,0,"17+","Entertainment"
0,7,2.5,"4+","Business"
2.99,84,4,"12+","Reference"
6.99,71,4.5,"9+","Games"
6.99,65,4.5,"9+","Games"
0,88,1,"4+","Photo & Video"
0,0,0,"4+","Games"
1.99,7,1.5,"4+","Utilities"
0,49,5,"4+","Games"
0,0,0,"9+","Games"
0,116,4,"9+","Games"
0,762,4.5,"9+","Games"
0,47,4.5,"4+","Games"
0,541,3.5,"9+","Games"
0,1474,5,"12+","Games"
0.99,4,3.5,"4+","Games"
0.99,272,4,"12+","Games"
0.99,0,0,"4+","Utilities"
4.99,68,4.5,"12+","Games"
0.99,0,0,"9+","Photo & Video"
0,130,4.5,"4+","Games"
0,612,2.5,"4+","Utilities"
0.99,0,0,"4+","Entertainment"
0,386,4.5,"4+","Games"
0.99,0,0,"9+","Games"
0.99,134,4,"12+","Photo & Video"
0,0,0,"17+","Entertainment"
0,68,4,"9+","Games"
0.99,51,3.5,"17+","Entertainment"
0,21804,4.5,"9+","Games"
0,1,4,"4+","Book"
0,1,5,"4+","Book"
5.99,0,0,"4+","Games"
0,8,4.5,"4+","Games"
0,668,4.5,"4+","Games"
1.99,4,3.5,"4+","Games"
0,18733,4.5,"4+","Games"
0,0,0,"4+","Games"
0,3,3.5,"17+","Social Networking"
22.99,0,0,"4+","Reference"
0.99,103,1.5,"12+","Reference"
0,0,0,"12+","Social Networking"
0.99,17,2.5,"4+","Games"
2.99,131,4.5,"4+","Health & Fitness"
0,0,0,"17+","Entertainment"
0,67,3.5,"4+","Games"
0,14724,4.5,"17+","Social Networking"
0,7,4,"4+","Games"
0,0,0,"17+","Finance"
0,298,4.5,"4+","Health & Fitness"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,1595,4.5,"4+","Games"
1.99,61,4.5,"9+","Games"
0,30,4,"4+","Entertainment"
3.99,38,2,"4+","Sports"
3.99,153,4,"12+","Games"
2.99,412,4.5,"9+","Games"
0,7751,4.5,"4+","Games"
0,0,0,"17+","Social Networking"
1.99,6,2.5,"4+","Business"
0.99,1,5,"17+","Games"
0,1,5,"4+","Games"
0.99,9,3,"4+","Lifestyle"
1.99,8,2.5,"12+","Sports"
0,110,4,"4+","Games"
0,67,3.5,"4+","Games"
0,0,0,"4+","Games"
4.99,133,4,"4+","Games"
0,385,5,"4+","Games"
2.99,19,3,"4+","Education"
1.99,26,3,"4+","Lifestyle"
0.99,1194,4,"4+","Games"
3.99,24,1,"4+","Lifestyle"
0,0,0,"4+","Games"
0,197,4,"4+","Games"
0,0,0,"12+","Book"
0,0,0,"17+","Entertainment"
0,149,4,"4+","Education"
9.99,147,4,"9+","Games"
6.99,70,4.5,"9+","Games"
0,180,4.5,"4+","Games"
6.99,71,4.5,"9+","Games"
0,15,4.5,"4+","Games"
0,0,0,"17+","Lifestyle"
0,3,4,"12+","Games"
0,40,5,"9+","Games"
4.99,24,3.5,"12+","Games"
3.99,20,4,"4+","Education"
0,2,4.5,"4+","Food & Drink"
4.99,132,4.5,"12+","Games"
0,1829,4.5,"4+","Games"
0,374,4,"4+","Games"
0,8873,4,"4+","Utilities"
0,15,3.5,"4+","Games"
0,0,0,"17+","Social Networking"
0,107817,3.5,"4+","Games"
0,1,1,"17+","Lifestyle"
0,0,0,"12+","Book"
0,3640,4.5,"12+","Games"
0,74,4.5,"4+","Games"
0,0,0,"4+","Games"
0,73,4,"4+","Games"
4.99,183,4.5,"12+","Games"
0,126,3.5,"4+","Games"
0,310,4.5,"9+","Games"
2.99,1024,4.5,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"12+","Games"
0.99,0,0,"4+","Education"
17.99,19,3.5,"4+","Productivity"
0,0,0,"4+","Book"
0,156,4,"9+","Games"
0,10368,5,"12+","Games"
2.99,11,3.5,"4+","Reference"
3.99,13,4.5,"4+","Book"
3.99,5,4.5,"4+","Book"
0,31,3.5,"12+","Lifestyle"
0,741,4.5,"4+","Shopping"
1.99,62,3,"9+","Games"
0,2374,4.5,"4+","Games"
0,1882,4.5,"4+","Games"
0,309,4,"4+","Games"
0,0,0,"4+","Sports"
0,69,4,"4+","Games"
0.99,0,0,"9+","Games"
0,0,0,"17+","Lifestyle"
0,0,0,"4+","Education"
0,20,4.5,"12+","Games"
0,7692,4.5,"4+","Entertainment"
3.99,472,4.5,"4+","Games"
1.99,6,5,"12+","Games"
0,90851,5,"9+","Games"
1.99,195,4,"4+","Utilities"
0,1278,4,"12+","Games"
0,0,0,"9+","Games"
0,2494,5,"4+","Health & Fitness"
0,0,0,"4+","Games"
9.99,277,4.5,"9+","Games"
0,365,4.5,"4+","Games"
0,216,4,"4+","Games"
0,9,4,"4+","Games"
0.99,5,3,"4+","Utilities"
0,621,4,"4+","Games"
0,44,4,"4+","Games"
1.99,269,3.5,"4+","Photo & Video"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"9+","Games"
0.99,17,3,"12+","Games"
4.99,146,1,"4+","Utilities"
0,129,4,"4+","Games"
0,168,4.5,"4+","Games"
0,390,4,"4+","Games"
0,710,4,"4+","Games"
0,270,4,"4+","Games"
0,575,4,"4+","Games"
0,86,4,"4+","Games"
9.99,353,3.5,"4+","Productivity"
0,32,2,"4+","Sports"
0.99,64,3.5,"9+","Games"
0,12506,4.5,"9+","Games"
0,1805,4,"9+","Social Networking"
0,87,5,"4+","Games"
0,0,0,"12+","Games"
0,28,1.5,"12+","News"
0,145,4.5,"9+","Games"
1.99,12,3.5,"4+","Photo & Video"
1.99,4327,4.5,"9+","Games"
0,0,0,"9+","Games"
0,0,0,"9+","Games"
0,257627,3,"9+","Games"
0,216,4.5,"4+","Games"
1.99,20,3.5,"4+","Games"
0,154,4,"12+","Games"
0.99,67,4,"12+","Games"
0,2,4.5,"9+","Photo & Video"
2.99,81,4,"4+","Games"
0,15365,4,"4+","Games"
0,1,5,"4+","Games"
0,360,3.5,"4+","Games"
0,0,0,"17+","Utilities"
2.99,6,5,"4+","Games"
2.99,7,4.5,"4+","Games"
0,0,0,"12+","Games"
0,88,4,"4+","Games"
2.99,689,4.5,"4+","Entertainment"
0,2,5,"12+","Games"
0,337,4,"4+","Games"
0,5464,5,"4+","Shopping"
0,3336,4.5,"4+","Games"
0,1735,5,"4+","Shopping"
0,28524,4.5,"4+","Games"
0,13,5,"17+","Social Networking"
0,0,0,"17+","Social Networking"
0,0,0,"4+","Education"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,1850,4.5,"4+","Games"
0,0,0,"4+","Games"
0,104,4,"12+","Games"
8.99,55,4,"4+","Games"
19.99,61,4,"4+","Games"
2.99,75,4,"4+","Education"
0.99,70,4.5,"9+","Games"
2.99,18,4.5,"9+","Games"
0,184,4.5,"4+","Games"
0,0,0,"4+","Games"
5.99,1,5,"9+","Games"
0,98,3.5,"4+","Games"
0,0,0,"17+","Entertainment"
1.99,81,4.5,"4+","Games"
1.99,98,2,"4+","Sports"
2.99,256,4.5,"4+","Games"
1.99,167,4,"9+","Games"
0,0,0,"12+","Games"
0,0,0,"17+","Reference"
0,1,5,"4+","Games"
0,0,0,"4+","Games"
0,862,3.5,"17+","Social Networking"
0,2024,5,"12+","Games"
0,1651,2.5,"4+","Entertainment"
0,1033,4,"4+","Social Networking"
0,1974,4.5,"12+","Games"
0,0,0,"17+","Social Networking"
0,13,4.5,"4+","Games"
0,6038,5,"4+","Games"
0,553,3.5,"9+","Entertainment"
0,999,4.5,"4+","Games"
1.99,89,3.5,"12+","Utilities"
2.99,0,0,"4+","Education"
0,3938,5,"12+","Games"
0,2025,3.5,"4+","Games"
0,426,4.5,"4+","Games"
0,24,4,"4+","Games"
0,0,0,"17+","Social Networking"
0,134,4.5,"4+","Games"
0.99,287,3.5,"9+","Entertainment"
0,53,4.5,"4+","Games"
0,0,0,"9+","Games"
0.99,126,5,"9+","Games"
1.99,450,4,"12+","Entertainment"
2.99,1,4,"4+","Sports"
0,820,4.5,"9+","Games"
0,147,4.5,"4+","Games"
0,294,2.5,"12+","Games"
0,1193,4.5,"9+","Games"
0,109,4,"4+","Games"
0,2998,4.5,"4+","Games"
0,69,4.5,"9+","Games"
0,422,4,"9+","Games"
1.99,9,2,"9+","Games"
0,1260,4,"4+","Games"
0,180,3,"12+","Games"
2.99,95,4,"4+","Entertainment"
0,6557,4.5,"4+","Games"
4.99,145,4.5,"4+","Games"
0,160,4.5,"4+","Games"
1.99,19,3,"4+","Entertainment"
0,2152,4.5,"12+","Games"
0,0,0,"9+","Games"
0,0,0,"12+","Games"
0,21,4,"4+","Games"
0,115,4.5,"17+","Games"
0.99,27,1.5,"12+","Entertainment"
0.99,1,5,"12+","Social Networking"
0,0,0,"9+","Games"
0,1,1,"4+","Games"
1.99,69,1.5,"4+","Games"
0.99,14,3,"4+","Photo & Video"
0,343,4,"4+","Games"
5.99,85,5,"4+","Education"
4.99,40,4.5,"4+","Music"
0,326,3.5,"4+","Games"
0.99,157,3.5,"17+","Games"
0,0,0,"17+","Entertainment"
0.99,53,4.5,"12+","Games"
0,0,0,"9+","Games"
0,5112,4.5,"4+","Games"
0,0,0,"12+","Games"
6.99,58,4,"9+","Games"
0,2731,4.5,"4+","Games"
6.99,45,3.5,"9+","Games"
6.99,68,3.5,"9+","Games"
6.99,38,3.5,"9+","Games"
0,0,0,"4+","Finance"
0,29,5,"12+","Games"
0,243,4.5,"4+","Games"
0,517,4.5,"12+","Games"
0,2190,4.5,"9+","Games"
0,0,0,"4+","Games"
1.99,34,4,"4+","Entertainment"
0,173,4.5,"4+","Games"
0,0,0,"17+","Social Networking"
6.99,272,4.5,"4+","Games"
0,10693,4.5,"4+","Games"
1.99,182,4,"4+","Games"
0,0,0,"4+","Games"
0,2865,5,"4+","Games"
1.99,220,3.5,"4+","Games"
2.99,2,3,"4+","Games"
0,0,0,"17+","Finance"
0,135,4,"4+","Music"
1.99,58,2,"4+","Entertainment"
0.99,26,3.5,"4+","Education"
1.99,95,3,"17+","Entertainment"
0,56,4,"4+","Photo & Video"
1.99,46,4,"4+","Games"
6.99,58,4.5,"9+","Games"
0,6523,4.5,"17+","Games"
0,0,0,"9+","Games"
0,140,3,"12+","Games"
0,349,4,"17+","Games"
6.99,67,4,"9+","Games"
1.99,31,4.5,"4+","Games"
0,708,3,"12+","Entertainment"
0,457,3,"4+","Food & Drink"
6.99,82,4.5,"9+","Games"
0,164,4,"4+","Shopping"
0,0,0,"4+","Games"
0.99,7,3,"12+","Games"
0,0,0,"17+","Entertainment"
0,10,3,"4+","Games"
0,1433,4.5,"9+","Games"
1.99,24,2,"12+","Games"
2.99,22,4,"4+","Games"
0,9034,4.5,"4+","Games"
1.99,36,4.5,"9+","Games"
0,0,0,"4+","Games"
1.99,17,3.5,"4+","Travel"
0,5,5,"9+","Games"
0,220,4.5,"4+","Games"
0,0,0,"4+","Health & Fitness"
0,7,4,"4+","Games"
2.99,286,5,"4+","Games"
0,111,4,"12+","Games"
5.99,1,5,"4+","Book"
0,1000,4.5,"4+","Games"
0,254,3,"4+","News"
0,0,0,"4+","Finance"
0.99,0,0,"4+","Games"
0,0,0,"4+","Games"
0,104,4,"4+","Games"
0,422,2.5,"4+","Games"
2.99,46,4.5,"4+","Education"
0,333,4,"4+","Games"
1.99,44,3.5,"4+","Lifestyle"
1.99,148,4.5,"4+","Entertainment"
0,0,0,"4+","Games"
2.99,15,4,"4+","Games"
1.99,54,4.5,"4+","Games"
0,1102,4,"4+","Games"
2.99,60,4.5,"4+","Entertainment"
0,1,4,"12+","Games"
0,2432,4,"4+","Games"
0,67,4.5,"12+","Games"
0,53,3,"4+","Games"
0,1621,4,"4+","Games"
0.99,40,3.5,"4+","Utilities"
2.99,18,3,"4+","Games"
0.99,7,4.5,"9+","Games"
0,97,3,"9+","Entertainment"
0,1896,4.5,"12+","Games"
1.99,220,4.5,"17+","Entertainment"
0,0,0,"12+","Food & Drink"
1.99,48,2.5,"4+","Photo & Video"
2.99,15,4.5,"4+","Education"
0,22,4.5,"4+","Games"
0.99,0,0,"4+","Games"
0,0,0,"4+","Book"
0,411,4.5,"12+","Games"
2.99,88,4.5,"4+","Weather"
2.99,62,3,"4+","Social Networking"
0,13870,4.5,"4+","Games"
1.99,21,4.5,"12+","Entertainment"
4.99,54,3.5,"17+","Productivity"
0.99,0,0,"17+","Games"
4.99,0,0,"17+","Games"
2.99,8,4,"4+","Music"
0,45,4.5,"12+","Games"
0,41,3.5,"4+","Games"
0,0,0,"12+","Business"
0,0,0,"17+","Entertainment"
0,0,0,"4+","Games"
0,153,4,"4+","Games"
0,1283,4.5,"4+","Entertainment"
3.99,7,3,"4+","Games"
0,363,4,"4+","Games"
0,0,0,"12+","Games"
0,50,3,"4+","Utilities"
1.99,80,3,"12+","Games"
0,0,0,"4+","Games"
0,55,5,"4+","Games"
0.99,587,4.5,"4+","Games"
2.99,123,4,"4+","Entertainment"
0,605,4.5,"12+","Games"
0,339,4,"17+","Games"
0,6686,4.5,"9+","Games"
0,41,4,"4+","Games"
0,0,0,"9+","Games"
0,0,0,"17+","Entertainment"
0,49635,4.5,"4+","Games"
0,0,0,"4+","Shopping"
0,45227,4,"4+","Games"
4.99,1709,4.5,"9+","Games"
0,473,4,"4+","Games"
5.99,1,5,"4+","Book"
5.99,0,0,"4+","Book"
5.99,0,0,"4+","Book"
5.99,7,4.5,"4+","Book"
0,450,4.5,"9+","Games"
0,2748,4,"4+","Games"
6.99,66,3,"9+","Games"
0,3207,4,"9+","Games"
6.99,69,4,"9+","Games"
0,22,4,"4+","Games"
0,38,4,"12+","Entertainment"
2.99,656,4.5,"4+","Entertainment"
0,39,4.5,"12+","Games"
0,14,4.5,"4+","Weather"
0,456,4,"4+","Games"
0,29,4,"4+","Games"
0,136,4.5,"12+","Games"
0,730,4.5,"12+","Entertainment"
0,233,3.5,"9+","Games"
0,0,0,"12+","Games"
0.99,0,0,"17+","Book"
0,0,0,"17+","News"
0,0,0,"12+","Games"
0,0,0,"9+","Games"
0,1,5,"9+","Games"
9.99,373,4.5,"12+","Games"
0,0,0,"17+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,267,4,"9+","Games"
0,1296,5,"9+","Games"
1.99,0,0,"12+","Games"
0,5,4.5,"17+","Games"
0,1,1,"12+","Games"
1.99,59,4.5,"12+","Games"
0,110,4.5,"4+","Education"
9.99,168,4,"9+","Games"
0,213,4.5,"4+","Games"
0,0,0,"4+","Games"
0,225,4.5,"4+","Games"
0.99,145,4.5,"12+","Games"
2.99,776,4.5,"17+","Productivity"
0.99,43,4.5,"4+","Games"
1.99,292,4,"4+","Entertainment"
6.99,45,4,"9+","Games"
0,18,3.5,"4+","Games"
0,68,3,"4+","Games"
0,43,3.5,"4+","Games"
0.99,0,0,"9+","Games"
0,200,4.5,"4+","Games"
0,0,0,"9+","Games"
0,5003,4,"4+","Games"
0,5,3.5,"4+","Games"
9.99,206,4.5,"17+","Games"
2.99,64,5,"9+","Book"
6.99,153,4.5,"9+","Games"
4.99,92,4.5,"12+","Games"
0,1360,3.5,"4+","Games"
1.99,45,4,"9+","Entertainment"
6.99,72,4.5,"9+","Games"
0,336,4.5,"17+","Entertainment"
14.99,6,3.5,"4+","Productivity"
0,0,0,"4+","Games"
0,1765,4.5,"12+","Games"
0,9,3.5,"4+","Entertainment"
0,0,0,"12+","Games"
0,6116,4.5,"9+","Games"
0,2285,4,"9+","Games"
3.99,95,3.5,"9+","Games"
4.99,166,1.5,"4+","Lifestyle"
0,1131,4.5,"12+","Education"
0,155,4.5,"4+","Games"
3.99,104,4,"4+","Education"
6.99,69,3.5,"9+","Games"
0,0,0,"4+","Games"
0.99,10,2,"4+","Games"
0,1015,4.5,"4+","Games"
0,32,4,"4+","Games"
0,1744,4.5,"4+","Games"
0.99,151,4,"12+","Games"
0,134,3,"12+","Lifestyle"
0,329,4,"17+","Entertainment"
0,13443,4.5,"4+","Music"
0,1815,4,"9+","Games"
0,10,3.5,"4+","Games"
0.99,308,4.5,"4+","Games"
6.99,29,4.5,"12+","Food & Drink"
6.99,39,4,"9+","Games"
0,1495,4,"4+","Games"
0.99,318,4,"12+","Reference"
0.99,0,0,"4+","Games"
1.99,147,3.5,"4+","Photo & Video"
0,0,0,"12+","Games"
0,33,4.5,"12+","Games"
2.99,19,5,"12+","Games"
3.99,12,3.5,"4+","Medical"
0,1,3,"17+","Entertainment"
1.99,857,4,"9+","Utilities"
0,2,5,"17+","Games"
4.99,11,4.5,"4+","Education"
2.99,0,0,"17+","Food & Drink"
1.99,346,4,"4+","Reference"
0,5833,4.5,"4+","Games"
0.99,78,3,"9+","Entertainment"
0,3213,2.5,"17+","Lifestyle"
1.99,200,4,"4+","Entertainment"
0,0,0,"4+","Games"
0,0,0,"17+","Education"
2.99,141,4,"4+","Entertainment"
0,0,0,"17+","Social Networking"
0,668,4,"4+","Games"
0,135,4.5,"4+","Games"
1.99,4,5,"4+","Games"
0,49,5,"4+","Education"
1.99,296,4,"4+","Entertainment"
0,5114,4.5,"4+","Games"
0,954,4,"12+","Entertainment"
0,82,4,"4+","Games"
7.99,43,4,"4+","Productivity"
0,32,4,"4+","Games"
0,161,4,"4+","Education"
0,30,5,"9+","Games"
1.99,839,3.5,"4+","Games"
2.99,9,2,"4+","Games"
0.99,69,3,"12+","Games"
1.99,80,3.5,"4+","Utilities"
2.99,24,4.5,"4+","Education"
1.99,159,4,"4+","Entertainment"
0,0,0,"12+","Games"
0.99,0,0,"17+","Lifestyle"
0,6658,4,"17+","Lifestyle"
2.99,21,4.5,"4+","Book"
0,249,4.5,"4+","Games"
0,5060,3.5,"12+","Social Networking"
0.99,0,0,"4+","Navigation"
0,1132,4,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Games"
0,0,0,"4+","Finance"
0,13,3.5,"4+","Music"
2.99,75,4.5,"4+","Games"
5.99,1794,4,"4+","Games"
0,360,4,"4+","Games"
0,22,2,"17+","Entertainment"
0,0,0,"4+","Games"
4.99,0,0,"4+","Games"
0,0,0,"4+","Finance"
0.99,6,3,"4+","Games"
0,0,0,"17+","Games"
1.99,14,2,"4+","Games"
0,110,2.5,"12+","Entertainment"
2.99,3017,4.5,"12+","Games"
1.99,25,4.5,"9+","Games"
4.99,255,5,"12+","Games"
1.99,888,4.5,"4+","Utilities"
0,343,4.5,"4+","Entertainment"
0,12,3.5,"4+","Games"
7.99,0,0,"9+","Games"
0,0,0,"17+","Social Networking"
7.99,881,3.5,"4+","Business"
0,0,0,"4+","Games"
0.99,7,3,"4+","Entertainment"
4.99,11,2,"17+","Games"
