"track_name","size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
"The Bad Man Tipster - Betting Tips",51968000,0,0,0,0,0,"17+","Entertainment",37,3,1
"企业微信",139163648,0,7,0,2.5,0,"4+","Business",38,0,2
"Cheats for FNAF World - Unlock every ending and beat the game with ease!",65344512,2.99,84,37,4,3.5,"12+","Reference",38,4,1
"Phantasmat: The Dread of Oakville - A Mystery Hidden Object Game (Full)",1021167616,6.99,71,71,4.5,4.5,"9+","Games",38,5,4
"Myths of the World: The Whispering Marsh - A Mystery Hidden Object Game (Full)",912822272,6.99,65,65,4.5,4.5,"9+","Games",37,5,5
"Best 9 for Instagram",27278336,0,88,88,1,1,"4+","Photo & Video",37,1,1
"Brain Block -脳トレ分解パズル-",99194880,0,0,0,0,0,"4+","Games",38,4,1
"Keyboard PE - Custom keyboard for Modded Pocketmine Servers of Minecraft PE",22332416,1.99,7,7,1.5,1.5,"4+","Utilities",37,4,1
"Escape Game: Relief",42011648,0,49,41,5,5,"4+","Games",40,5,2
"タップモンスター◆タップだけの簡単本格RPG/タプモン",201381888,0,0,0,0,0,"9+","Games",38,5,1
"Monster Raid™",365371392,0,116,20,4,3.5,"9+","Games",40,5,8
"Buddyman Run － keep running!",278796288,0,762,94,4.5,4.5,"9+","Games",38,5,4
"Stickman Cubed",109913088,0,47,47,4.5,4.5,"4+","Games",40,5,1
"Rising Warriors: War Games - The New Order",51471360,0,541,73,3.5,2,"9+","Games",37,5,1
"Vintage Slots Las Vegas - Old Slot Machine Games!",69826560,0,1474,252,5,5,"12+","Games",38,5,31
"Сluster Traffic: Parkour Trucks Pro",162976768,0.99,4,4,3.5,3.5,"4+","Games",40,4,1
"Lucky Block Mod Survival Game PE - Pocket Edition",111525888,0.99,272,272,4,4,"12+","Games",40,3,1
"Clash Playbook: Plan Attacks for Clash of Clans",50597888,0.99,0,0,0,0,"4+","Utilities",37,5,3
"Retro City Rampage DX",15611904,4.99,68,23,4.5,4.5,"12+","Games",40,5,5
"Masks - MSQRD Edition",13214720,0.99,0,0,0,0,"9+","Photo & Video",37,0,1
"Skippy Box",80876544,0,130,129,4.5,4.5,"4+","Games",40,3,1
"ThemeOut",91664384,0,612,612,2.5,2.5,"4+","Utilities",37,0,1
"Pupoji - Cute Dog Emoji Keyboard Puppy Face Emojis",61040640,0.99,0,0,0,0,"4+","Entertainment",37,5,1
"Hexavoid",89885696,0,386,15,4.5,4.5,"4+","Games",37,5,1
"Devil Tower 2",101798912,0.99,0,0,0,0,"9+","Games",38,4,2
"Flippy - Star in famous clips!",85392384,0.99,134,5,4,5,"12+","Photo & Video",37,3,11
"人気の動画まとめてみた。""for YouTube""",8467456,0,0,0,0,0,"17+","Entertainment",38,4,2
"Go Surf - The Endless Wave Runner",228620288,0,68,9,4,3,"9+","Games",37,5,1
"Heavy Metal Emoji Keyboard",62248960,0.99,51,9,3.5,3,"17+","Entertainment",37,0,1
"Restaurant DASH with Gordon Ramsay",174926848,0,21804,803,4.5,4,"9+","Games",37,5,11
"【謎解き】自称カノジョからの病みすぎメッセージ",16397312,0,1,1,4,4,"4+","Book",38,0,1
"おかんからのメッセ - ほのぼの謎解きゲーム",30749696,0,1,1,5,5,"4+","Book",37,1,2
"箱庭シティ鉄道",210575360,5.99,0,0,0,0,"4+","Games",37,5,1
"Escape Alice House2",56381440,0,8,5,4.5,4.5,"4+","Games",40,0,2
"Super Slime Blitz – Gumball Endless Arcade Climber",338222080,0,668,499,4.5,4.5,"4+","Games",38,4,1
"Fold+",55095296,1.99,4,4,3.5,3.5,"4+","Games",40,5,1
"Talking Tom Gold Run: Fun & Endless Running Game",202542080,0,18733,737,4.5,4.5,"4+","Games",38,5,13
"ドリブルの達人",20414464,0,0,0,0,0,"4+","Games",38,4,2
"非诚勿扰-中国最大免费婚恋交友平台",12932096,0,3,3,3.5,3.5,"17+","Social Networking",38,0,1
"小学館 オックスフォード 英語コロケーション辞典",72013824,22.99,0,0,0,0,"4+","Reference",37,5,2
"Great App for Who is Your Daddy version",22635520,0.99,103,98,1.5,1.5,"12+","Reference",38,3,1
"洋葱圈—正经人的不正经聊天工具",101316608,0,0,0,0,0,"12+","Social Networking",37,5,1
"Shield Designer for Minecraft",20526080,0.99,17,17,2.5,2.5,"4+","Games",37,4,1
"Activity++",2604032,2.99,131,13,4.5,4,"4+","Health & Fitness",37,0,5
"心の美男美女診断",15053824,0,0,0,0,0,"17+","Entertainment",37,0,1
"VR Roller Coaster",240964608,0,67,44,3.5,4,"4+","Games",38,0,1
"Live.me – Live Video Chat & Make Friends Nearby",163832832,0,14724,97,4.5,4.5,"17+","Social Networking",37,0,9
"Levels - Addictive Puzzle Game",89965568,0,7,0,4,0,"4+","Games",40,4,9
"現金製造ロボ -毎日コツコツ3万円稼ぐ-",29755392,0,0,0,0,0,"17+","Finance",37,3,1
"Zen",58142720,0,298,117,4.5,4.5,"4+","Health & Fitness",37,2,3
"NumberQ",71362560,0,0,0,0,0,"4+","Games",37,5,2
"BLOCK(ブロック) -ぼくの箱庭【3D】-",210988032,0,0,0,0,0,"4+","Games",40,5,1
"Tap Tap Trillionaire",142701568,0,1595,2,4.5,3.5,"4+","Games",37,5,1
"YANKAI'S TRIANGLE",58137600,1.99,61,32,4.5,5,"9+","Games",37,5,1
"Thomas & Friends™: Read & Play",83994624,0,30,2,4,1,"4+","Entertainment",37,5,1
"Golf Ball Locator",3899392,3.99,38,6,2,2,"4+","Sports",37,0,31
"The Bug Butcher",720882688,3.99,153,121,4,4,"12+","Games",37,5,6
"Riptide GP: Renegade",107640832,2.99,412,109,4.5,4.5,"9+","Games",37,5,1
"Steve - The Jumping Dinosaur Widget Arcade Game",26888192,0,7751,39,4.5,4.5,"4+","Games",37,5,3
"出会い系無料で遊べるsnsアプリ内緒チャットトーク",14261248,0,0,0,0,0,"17+","Social Networking",40,0,1
"Messenger for WhatsApp - Pro App",709632,1.99,6,3,2.5,3,"4+","Business",37,3,10
"迷你屠龙传(1.76经典休闲挂机版)",34243584,0.99,1,1,5,5,"17+","Games",38,5,1
"Versus - Multiplayer Game (2 players)",60761088,0,1,1,5,5,"4+","Games",37,5,4
"iLive Pro - Live Wallpapers for iPhone 7",1700864,0.99,9,2,3,3,"4+","Lifestyle",37,4,2
"Bow Hunt Simulator",52435968,1.99,8,1,2.5,2,"12+","Sports",43,5,1
"TohTum",75922432,0,110,55,4,4.5,"4+","Games",38,5,1
"Ball Tower",124923904,0,67,16,3.5,3.5,"4+","Games",40,5,1
"Ｘ:15秒の人気 アクション ゲーム",131354624,0,0,0,0,0,"4+","Games",40,4,1
"Farming PRO 2016",340319232,4.99,133,54,4,4,"4+","Games",37,5,1
"Lewandowski: Football Star",337468416,0,385,2,5,5,"4+","Games",38,5,1
"Dino Tales Jr – storytelling for young minds",261073920,2.99,19,6,3,1.5,"4+","Education",40,5,6
"Catholic Emoji",15938560,1.99,26,9,3,3,"4+","Lifestyle",37,2,1
"Growing Pug",54922240,0.99,1194,455,4,4,"4+","Games",38,5,1
"ThemeWave",7177216,3.99,24,1,1,1,"4+","Lifestyle",37,0,1
"スマイルパーク 〜らくらく放置系遊園地ゲーム〜",100164608,0,0,0,0,0,"4+","Games",38,5,2
"Hair Fashion™ - Girls Makeup, Dressup and Makeover Games",100937728,0,197,197,4,4,"4+","Games",43,5,1
"Horror Story 2016　こわい話",29597696,0,0,0,0,0,"12+","Book",37,0,1
"Test your color IQ！カラーIQ診断テスト",16444416,0,0,0,0,0,"17+","Entertainment",37,0,1
"Toca Dance Free",87115776,0,149,104,4,4,"4+","Education",38,5,18
"Battlefleet Gothic: Leviathan",420435968,9.99,147,4,4,4,"9+","Games",38,5,1
"Grim Tales: Threads of Destiny - A Hidden Object Mystery (Full)",847803392,6.99,70,70,4.5,4.5,"9+","Games",37,5,5
"Wonderball - One Touch Endless Ball Arcade Action",192527360,0,180,7,4.5,5,"4+","Games",40,5,6
"Chimeras: The Signs of Prophecy - A Hidden Object Adventure (Full)",639434752,6.99,71,71,4.5,4.5,"9+","Games",37,5,4
"Fill - one-line puzzle game",72433664,0,15,5,4.5,3.5,"4+","Games",37,3,2
"陌爱-最in全民交友神器！同城寂陌陌生帅哥美女视频聊天约会平台",30503936,0,0,0,0,0,"17+","Lifestyle",38,0,8
"感動アプリ！無料ゲーム Japanese Gacha",77325312,0,3,3,4,4,"12+","Games",37,0,2
"Behind You!!",52901888,0,40,15,5,4.5,"9+","Games",40,3,12
"Dead In Bermuda",615608320,4.99,24,8,3.5,3,"12+","Games",35,5,1
"Teenage Mutant Ninja Turtles: Half-Shell Heroes",357215232,3.99,20,1,4,4,"4+","Education",38,5,1
"Marmiton Twist",32745472,0,2,2,4.5,4.5,"4+","Food & Drink",37,0,1
"That Dragon, Cancer",3856588800,4.99,132,50,4.5,4.5,"12+","Games",25,5,1
"My Boo Town - Create your own Village of Boos",118087680,0,1829,354,4.5,4.5,"4+","Games",38,5,4
"OctoPie - a Game Shakers App",264453120,0,374,182,4,4.5,"4+","Games",37,5,13
"Gboard — a new keyboard from Google",125534208,0,8873,196,4,3.5,"4+","Utilities",37,5,23
"Aeronaut",76222464,0,15,1,3.5,2,"4+","Games",37,5,1
"陌爱神器-不闲聊！陌生人快速约见面平台",44841984,0,0,0,0,0,"17+","Social Networking",38,5,1
"slither.io",32516096,0,107817,11929,3.5,4,"4+","Games",40,4,1
"陌恋-同城高颜值寂寞美女帅哥激情交友聊天神器！",28471296,0,1,1,1,1,"17+","Lifestyle",38,0,8
"心がラクになる後ろ向き名言100選",93907968,0,0,0,0,0,"12+","Book",37,0,1
"MOBIUS FINAL FANTASY",138045440,0,3640,7,4.5,4.5,"12+","Games",38,5,1
"Princess Pet Palace: Royal Pony - Pet Care, Play & Dress Up",194273280,0,74,42,4.5,4.5,"4+","Games",40,5,1
"出会うカメ",67683328,0,0,0,0,0,"4+","Games",37,0,1
"Kids Play Club - Fun Games & Activities",119285760,0,73,34,4,4,"4+","Games",38,5,11
"The Hero Project: Redemption Season",39504896,4.99,183,0,4.5,0,"12+","Games",38,5,1
"Play-Doh TOUCH - Shape, Scan, Explore",323988480,0,126,4,3.5,5,"4+","Games",37,5,23
"Back To Square One",128863232,0,310,85,4.5,4.5,"9+","Games",40,5,1
"Pixel Cup Soccer 16",66974720,2.99,1024,32,4.5,4.5,"4+","Games",37,5,1
"Puzzle Game for Brain Training -KITINTO-",108787712,0,0,0,0,0,"4+","Games",37,2,5
"real happy majiang-all stars majiang,mahjong",74841088,0,0,0,0,0,"12+","Games",43,4,1
"Mr.Luma's Super Flight",60838912,0.99,0,0,0,0,"4+","Education",40,5,1
"MobileFamilyTree 8",71076864,17.99,19,1,3.5,3,"4+","Productivity",37,5,15
"お解きなさい！",9191424,0,0,0,0,0,"4+","Book",40,0,1
"Pixelgrams: Pixel Puzzles",83761152,0,156,12,4,4.5,"9+","Games",38,5,1
"Monster Super League",163893248,0,10368,110,5,4.5,"12+","Games",38,5,11
"Dark Souls III Map Companion",38604800,2.99,11,8,3.5,3.5,"4+","Reference",37,5,1
"One Fish Two Fish Red Fish Blue Fish - Read & Learn - Dr. Seuss",61212672,3.99,13,13,4.5,4.5,"4+","Book",37,5,1
"Horton Hears a Who! - Read & Play - Dr. Seuss",93196288,3.99,5,5,4.5,4.5,"4+","Book",37,5,1
"Vice Lipstick",142598144,0,31,3,3.5,2.5,"12+","Lifestyle",37,0,1
"UA Shop by Under Armour",202311680,0,741,16,4.5,4.5,"4+","Shopping",37,0,1
"Albert & Otto",262772736,1.99,62,2,3,5,"9+","Games",37,5,1
"Monster Girls Creator Catch em for Pokémon fans",87511040,0,2374,231,4.5,4.5,"4+","Games",37,3,1
"Flying Car Driving Simulator Free: Extreme Muscle Car - Airplane Flight Pilot",69772288,0,1882,1882,4.5,4.5,"4+","Games",40,4,1
"Soccer Hit",175507456,0,309,308,4,4,"4+","Games",40,4,1
"豪快ショット連発！爽快卓球ゲーム「サァァァ！」",43154432,0,0,0,0,0,"4+","Sports",38,5,2
"Eyes Cube",120737792,0,69,69,4,4,"4+","Games",38,5,7
"妖怪别跑",205922304,0.99,0,0,0,0,"9+","Games",43,5,1
"カテエネ×Shufoo！",6210560,0,0,0,0,0,"17+","Lifestyle",38,5,1
"レアジョブ瞬間中学英単語 | リスニングやTOEICの基礎学力にも",90980352,0,0,0,0,0,"4+","Education",37,4,31
"Dice Mania - Play Free Online Classic Board Game with Friends",50235392,0,20,20,4.5,4.5,"12+","Games",40,5,3
"Coloring Book for Me - Coloring pages for adults",109358080,0,7692,663,4.5,4.5,"4+","Entertainment",37,5,20
"Incredibox",66006016,3.99,472,105,4.5,5,"4+","Games",37,5,5
"Civil War: 1861",203193344,1.99,6,6,5,5,"12+","Games",37,5,0
"PewDiePie's Tuber Simulator",266766336,0,90851,535,5,5,"9+","Games",37,5,17
"Master For Minecraft Pocket Edition - Ultimate Guide For PE",12679168,1.99,195,58,4,4,"4+","Utilities",38,3,1
"TRUMP'S WALL - Build it Huge",54270976,0,1278,98,4,3.5,"12+","Games",37,5,1
"輪ゴムでシュート！ - 無料で遊べるミニゲーム",301379584,0,0,0,0,0,"9+","Games",38,5,1
"Simple Habit",134466560,0,2494,75,5,5,"4+","Health & Fitness",37,0,1
"2代目 Nソウル みそぽん",21346304,0,0,0,0,0,"4+","Games",43,0,2
"SteamWorld Heist",242657280,9.99,277,223,4.5,4.5,"9+","Games",37,5,1
"Sugar Slide: The Path Home",166046720,0,365,196,4.5,4.5,"4+","Games",38,5,1
"Through The Fog!",186491904,0,216,90,4,4.5,"4+","Games",37,5,23
"Escape from the wedding hall.",108348416,0,9,9,4,4,"4+","Games",40,4,1
"Moomijis Moomin Stickers",19173376,0.99,5,5,3,3,"4+","Utilities",37,2,1
"Girls PJ Party - Dress Up, Spa & Fun",253245440,0,621,621,4,4,"4+","Games",38,5,11
"Extreme Heavy Trucker Parking Simulator",224924672,0,44,44,4,4,"4+","Games",38,5,1
"Krome Studio Service Plus",32825344,1.99,269,57,3.5,4.5,"4+","Photo & Video",37,0,1
"Impossible Goal 3D",179884032,0,0,0,0,0,"4+","Games",38,5,1
"DARUMA -目玉を転がして入れてください-",132957184,0,0,0,0,0,"4+","Games",38,5,1
"はじめん　～はじめとつくる動画生活～",172704768,0,0,0,0,0,"9+","Games",37,5,1
"A New Life",105390080,0.99,17,1,3,4,"12+","Games",40,5,1
"Notice for smartwatch",1044480,4.99,146,9,1,1,"4+","Utilities",37,3,1
"Quiz Tales",239486976,0,129,44,4,4,"4+","Games",38,5,2
"Pony Princess Academy - Dress Up, Style, Feed & Care for Ponies Game",246378496,0,168,168,4.5,4.5,"4+","Games",38,5,11
"Dream Diary - My Life, My Adventure!",83220480,0,390,390,4,4,"4+","Games",38,5,11
"Baby Twins - Terrible Two",121673728,0,710,193,4,4,"4+","Games",38,5,11
"Daddy's Little Helper - Messy Home Adventure",106568704,0,270,5,4,4,"4+","Games",38,5,11
"Candy Makeup - Sweet Salon Game for Girls",127670272,0,575,110,4,4.5,"4+","Games",38,5,11
"Candy's Carnival",113391616,0,86,11,4,4.5,"4+","Games",38,5,2
"iAnnotate 4 - read, markup and share PDFs and more",29554688,9.99,353,28,3.5,4,"4+","Productivity",37,5,1
"NFL Draft - Fan Mobile Pass",62576640,0,32,9,2,1.5,"4+","Sports",37,0,4
"The Secret Elevator",1395615744,0.99,64,24,3.5,4,"9+","Games",37,5,2
"Steppy Pants",166893568,0,12506,39,4.5,4.5,"9+","Games",37,5,13
"BOO! - Video chat camera with filters & stickers",112069632,0,1805,48,4,5,"9+","Social Networking",35,0,1
"更加令人感动的养成游戏「昭和杂货店物语２」",227135488,0,87,20,5,5,"4+","Games",38,5,1
"Kungfu Street-Ultimate Fight",25918464,0,0,0,0,0,"12+","Games",43,5,1
"US Presidential Election 2016 - Polls",41600000,0,28,0,1.5,0,"12+","News",40,5,1
"It's a Space Thing",54069248,0,145,2,4.5,5,"9+","Games",37,5,1
"Cleanz - Clean up Your Photo Library",12622848,1.99,12,0,3.5,0,"4+","Photo & Video",37,0,9
"Lifeline: Whiteout",71406592,1.99,4327,3882,4.5,4.5,"9+","Games",37,5,8
"成金電鉄-超ハマる放置系ゲーム",472088576,0,0,0,0,0,"9+","Games",37,4,1
"冒険ディグディグ（ドット絵ｘ放置ｘ冒険RPG）",58178560,0,0,0,0,0,"9+","Games",40,5,1
"Pokémon GO",290762752,0,257627,1284,3,3.5,"9+","Games",37,5,8
"Flappy Hoopers: The Shooting Basketball Players",21773312,0,216,213,4.5,4.5,"4+","Games",38,3,1
"Goo Saga",121143296,1.99,20,4,3.5,3,"4+","Games",37,5,1
"Championship Manager 17",82527232,0,154,48,4,4.5,"12+","Games",38,5,1
"Block Sky War (Luck of the Draw) : Mini Game With Worldwide Multiplayer",108449792,0.99,67,38,4,4,"12+","Games",43,5,1
"SwapperFace - Face Swap Free, Live Mask Effects",117949440,0,2,2,4.5,4.5,"9+","Photo & Video",37,0,11
"Melody Jams",232676352,2.99,81,15,4,4.5,"4+","Games",37,5,1
"FIFA Mobile Soccer",87408640,0,15365,880,4,3,"4+","Games",37,5,17
"脱出ゲーム　Night Room",218039296,0,1,1,5,5,"4+","Games",38,5,1
"Hoverboard Simulator - Night Drive",23927808,0,360,2,3.5,5,"4+","Games",40,3,1
"高清影视-大片免费天天看",18254848,0,0,0,0,0,"17+","Utilities",38,0,2
"Smart Baby ABC Games: Toddler Kids Learning Apps",41485312,2.99,6,6,5,5,"4+","Games",37,5,9
"VR RollerCoaster for Cardboard",127228928,2.99,7,7,4.5,4.5,"4+","Games",40,0,1
"无双小师妹-登录送橙将",681596928,0,0,0,0,0,"12+","Games",40,5,1
"Roof Jumping 3 Stunt Driver Parking Simulator an Extreme Real Car Racing Game",283409408,0,88,53,4,4.5,"4+","Games",38,5,1
"My PlayHome Hospital",221880320,2.99,689,53,4.5,4.5,"4+","Entertainment",43,5,18
"Survivor: Prologue",55823360,0,2,2,5,5,"12+","Games",37,5,4
"Crazy Love Story - Wedding Dreams",135127040,0,337,10,4,4,"4+","Games",38,5,11
"Nike+",149407744,0,5464,309,5,4.5,"4+","Shopping",37,0,1
"Make7! Hexa Puzzle",112582656,0,3336,13,4.5,4.5,"4+","Games",38,5,1
"KIXIFY - Buy & Sell Sneakers",50725888,0,1735,125,5,4.5,"4+","Shopping",37,5,31
"Block! Hexa Puzzle",132425728,0,28524,1307,4.5,4.5,"4+","Games",38,5,1
"ひみつの出会い探しはバクアイ-無料の出会いチャットアプリで友達作り",8456192,0,13,5,5,5,"17+","Social Networking",37,0,1
"【完全無料】おとな専用！出会い掲示板",3217408,0,0,0,0,0,"17+","Social Networking",37,0,0
"大学生のための時間割",30629888,0,0,0,0,0,"4+","Education",37,0,1
"秒速",13033472,0,0,0,0,0,"4+","Games",38,5,2
"スカッと！脳トレ！ピッといん〜頭がよくなるブロックパズルゲーム〜",34933760,0,0,0,0,0,"4+","Games",38,4,1
"Rio 2016 Olympic Games",237578240,0,1850,322,4.5,4.5,"4+","Games",37,5,14
"You勇者 -HIKAKINとSEIKIN(ヒカキンとセイキン)と無料ロールプレイング",45509632,0,0,0,0,0,"4+","Games",40,5,1
"Ninja Dude vs Zombies - endless tap 'n' slash zombie arcade game",83969024,0,104,17,4,4,"12+","Games",38,5,10
"Football Manager Mobile 2017",1249507328,8.99,55,12,4,4,"4+","Games",43,5,1
"Football Manager Touch 2017",3465451520,19.99,61,0,4,0,"4+","Games",16,5,1
"The Infinite Arcade by Tinybop",211762176,2.99,75,3,4,4.5,"4+","Education",38,5,58
"Vectradius",24117248,0.99,70,34,4.5,4.5,"9+","Games",38,0,1
"Cognition Game",183614464,2.99,18,14,4.5,4,"9+","Games",37,5,1
"Go Pug Go",65866752,0,184,99,4.5,4.5,"4+","Games",38,4,31
"ぷかぷか",16136192,0,0,0,0,0,"4+","Games",38,5,2
"ゲームセンター倶楽部",111177728,5.99,1,1,5,5,"9+","Games",38,5,1
"Princess Libby's Perfect Beach Day",139961344,0,98,11,3.5,4,"4+","Games",38,5,2
"任务客",28395520,0,0,0,0,0,"17+","Entertainment",40,0,2
"Evo Explores",165360640,1.99,81,80,4.5,4.5,"4+","Games",40,5,1
"Cheer Updates",33499136,1.99,98,42,2,1.5,"4+","Sports",37,0,1
"Caterzillar",73056256,2.99,256,256,4.5,4.5,"4+","Games",38,5,8
"Lifeline: Crisis Line",69201920,1.99,167,167,4,4,"9+","Games",37,5,6
"口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP",45176832,0,0,0,0,0,"12+","Games",43,5,1
"彩库宝典-【官方版】",57025536,0,0,0,0,0,"17+","Reference",38,5,2
"蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质",322576384,0,1,1,5,5,"4+","Games",40,5,1
"もじさがし",23536640,0,0,0,0,0,"4+","Games",37,4,10
"Google Allo — smart messaging",171962368,0,862,54,3.5,3.5,"17+","Social Networking",37,0,68
"Coin Dozer: Casino",151451648,0,2024,340,5,5,"12+","Games",37,5,1
"Apple TV Remote",12637184,0,1651,277,2.5,2,"4+","Entertainment",37,5,34
"Google Duo - simple video calling",44514304,0,1033,3,4,4.5,"4+","Social Networking",37,0,74
"Battleborn® Tap",127321088,0,1974,465,4.5,4.5,"12+","Games",37,4,5
"【完全無料】ソク出会える！ひみつフレ探し掲示板",13287424,0,0,0,0,0,"17+","Social Networking",37,0,1
"Steps! - Hardest Action Game Ever!",94791680,0,13,3,4.5,5,"4+","Games",38,5,1
"Fish Mania™",141017088,0,6038,153,5,5,"4+","Games",38,5,12
"MagiMobile – Mighty Magiswords Collection App",149731328,0,553,8,3.5,4.5,"9+","Entertainment",37,5,1
"Tap Tap Builder",148815872,0,999,28,4.5,4.5,"4+","Games",37,5,1
"Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE)",8644608,1.99,89,89,3.5,3.5,"12+","Utilities",38,2,1
"S ou SS",4824064,2.99,0,0,0,0,"4+","Education",38,5,1
"Slots: Hot Vegas Slot Machines - Free Slot Games",163115008,0,3938,124,5,4.5,"12+","Games",40,5,10
"Trump On The Run",84445184,0,2025,158,3.5,3.5,"4+","Games",40,3,1
"Beyond 14",99192832,0,426,29,4.5,5,"4+","Games",38,5,6
"Basketball Free Throw",111248384,0,24,19,4,4.5,"4+","Games",38,5,11
"NOW直播—腾讯旗下全民直播平台",113596416,0,0,0,0,0,"17+","Social Networking",37,0,1
"Tina's Diary: Spring Outing",97122304,0,134,12,4.5,4,"4+","Games",38,5,2
"CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE",11585536,0.99,287,17,3.5,1.5,"9+","Entertainment",38,3,1
"Diced - A Simple Puzzle Dice Game",54171648,0,53,3,4.5,5,"4+","Games",37,4,1
"ぱちモンパズル〜簡単無料パズルRPGゲーム",66735104,0,0,0,0,0,"9+","Games",38,0,2
"Tomb Journey (Ancient ruins fantasy adventure)",77178880,0.99,126,23,5,5,"9+","Games",40,5,1
"VEHICLES & WEAPONS MODS for Minecraft Pc Guide",24669184,1.99,450,15,4,2.5,"12+","Entertainment",37,2,26
"Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE",53362688,2.99,1,1,4,4,"4+","Sports",40,0,1
"Clash of Queens: Dragons Rise",167815168,0,820,0,4.5,0,"9+","Games",38,5,16
"Fancy Cakes - Endless Tasty Puzzle",209037312,0,147,4,4.5,4.5,"4+","Games",37,5,18
"Mad City Gangs: Nice City",164147200,0,294,10,2.5,3.5,"12+","Games",37,5,1
"Juggernaut Champions",146553856,0,1193,9,4.5,4.5,"9+","Games",37,5,9
"Sweet Princess Makeup Party - Girls Dressup Games",95408128,0,109,11,4,4,"4+","Games",38,5,2
"50 50 - The Addictive Slicing Game",245484544,0,2998,212,4.5,4.5,"4+","Games",37,5,1
"Raccoon Pizza Rush",253734912,0,69,69,4.5,4.5,"9+","Games",37,5,1
"Flying Police Car Driving Simulator Free: Criminal Craft Chase",70970368,0,422,422,4,4,"9+","Games",40,4,1
"First Year Demons",68433920,1.99,9,9,2,2,"9+","Games",38,4,1
"Trolls: Crazy Party Forest!",312641536,0,1260,10,4,4,"4+","Games",37,5,11
"VR Flight Simulator for Google Cardboard",73867264,0,180,82,3,3.5,"12+","Games",40,0,1
"My Town : Wedding Day",409982976,2.99,95,8,4,3.5,"4+","Entertainment",37,5,1
"Mahjong Treasure Quest",122580992,0,6557,39,4.5,4.5,"4+","Games",38,5,6
"Sushi Go!",89600000,4.99,145,1,4.5,4,"4+","Games",37,4,16
"Jumpy Tree",184512512,0,160,131,4.5,4.5,"4+","Games",38,5,6
"BBC Colouring: Doctor Who",91060224,1.99,19,2,3,3,"4+","Entertainment",43,5,1
"Iron Maiden: Legacy of the Beast",270031872,0,2152,7,4.5,4.5,"12+","Games",37,5,1
"女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～",61911040,0,0,0,0,0,"9+","Games",37,5,1
"ダニエル！！今はフリーキック中よ！",130876416,0,0,0,0,0,"12+","Games",38,0,1
"Princess Swimming & Spa - Girls Beauty Game FREE",72358912,0,21,21,4,4,"4+","Games",40,5,2
"Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",60484608,0,115,115,4.5,4.5,"17+","Games",37,0,1
"Craftmoji - the cute craft sticker App",39272448,0.99,27,12,1.5,2,"12+","Entertainment",37,4,1
"Todrick",18373632,0.99,1,1,5,5,"12+","Social Networking",37,0,1
"魔灵觉醒（王者归来）- 3D新职业魔剑士降临",362543104,0,0,0,0,0,"9+","Games",38,5,1
"脱出ゲーム　研究所からの脱出",177694720,0,1,1,1,1,"4+","Games",38,5,1
"Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players",64715776,1.99,69,69,1.5,1.5,"4+","Games",40,5,1
"VR Viewer",45782016,0.99,14,9,3,2.5,"4+","Photo & Video",37,2,2
"Sports Hero",80888832,0,343,147,4,4,"4+","Games",38,5,1
"Heuristic Shakespeare - The Tempest",233176064,5.99,85,32,5,5,"4+","Education",24,5,1
"DM2 - The Drum Machine",93433856,4.99,40,3,4.5,5,"4+","Music",24,5,1
"Color Dotz",17227776,0,326,22,3.5,3.5,"4+","Games",37,3,1
"Warhammer 40,000: Regicide",754333696,0.99,157,5,3.5,5,"17+","Games",37,5,1
"ビッグバン チャット-友達作り ひま友チャット",44267520,0,0,0,0,0,"17+","Entertainment",37,0,1
"Treasure Buster",41987072,0.99,53,53,4.5,4.5,"12+","Games",38,5,1
"东西战神",352692224,0,0,0,0,0,"9+","Games",37,5,1
"Tap Smiths",141621248,0,5112,114,4.5,5,"4+","Games",40,5,1
"ひとたがやし",56503296,0,0,0,0,0,"12+","Games",40,5,1
"Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full)",967158784,6.99,58,58,4,4,"9+","Games",37,5,4
"Mahjong Solitaire Star! Your Favorite Game!",60092416,0,2731,92,4.5,4.5,"4+","Games",37,3,1
"Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full)",926931968,6.99,45,45,3.5,3.5,"9+","Games",24,5,3
"European Mystery: Flowers of Death HD (Full)",1131868160,6.99,68,68,3.5,3.5,"9+","Games",24,5,3
"Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full)",1233047552,6.99,38,38,3.5,3.5,"9+","Games",24,5,3
"PP基金理财-灵活存取的高收益金融理财平台",29420544,0,0,0,0,0,"4+","Finance",38,0,2
"Alternative Girls",207391744,0,29,2,5,4,"12+","Games",38,4,1
